Web link,URN,Linked Education URN,Provision type,Registration date,Registration status,Name,Address 1,Address 2,Town,County,Postcode,Ofsted region,Government Office Region,Local authority,Parliamentary constituency,Sector,Places,Short-break-only children's home,Organisation which owns the provider,Inspection event type,Inspection date,Inspection publication date,Inspection event number,Inspection overall experiences and progress of children and young people,Inspection outcomes in education and related learning activities,Inspection health services,Inspection how well children and young people are helped and protected,Inspection the effectiveness of leaders and managers,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1224093,,Children's home,04/11/2015,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Hertfordshire,Hemel Hempstead,Private,4.00,0,Keys BR Limited,Full inspection,18/08/2021,17/09/2021,10186492,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1224663,,Children's home,30/12/2015,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Leicestershire,Charnwood,Private,3.00,0,Horizon Care and Education Group Limited,Full inspection,02/02/2022,14/03/2022,10187620,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1224674,,Children's home,11/02/2016,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Rutland,Rutland and Melton,Private,7.00,0,Hopscotch Solutions Limited,Full inspection,15/06/2021,26/07/2021,10187012,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1225136,,Children's home,18/05/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Lancashire,Preston,Private,4.00,0,Cambian Childcare Limited,Full inspection,28/07/2021,17/09/2021,10186768,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1225371,,Children's home,27/04/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Warrington,Warrington South,Private,2.00,0,Break,Monitoring inspection,08/03/2022,14/04/2022,10221233,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1225371,,Children's home,27/04/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Warrington,Warrington South,Private,2.00,0,Break,Full inspection,19/01/2022,11/03/2022,10186889,Inadequate,,,Inadequate,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1225624,,Independent Fostering Agency,18/08/2016,Active,Fusion Fostering North West,Office 11 and 12,Chorley Business & Technology Centre Euxton Lane,Chorley,Lancashire,PR7 6TE,North West,North West,Lancashire,Chorley,Private,,0,Fusion Fostering Limited,Full inspection,17/01/2022,21/02/2022,10183390,Good,,,Good,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1225887,,Children's home,15/01/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Kent,Sittingbourne and Sheppey,Private,2.00,0,Benecare Limited,Full inspection,16/11/2021,19/01/2022,10186548,Requires improvement to be good,,,Requires improvement to be good,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1226266,,Children's home,11/01/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,West Sussex,Arundel and South Downs,Private,6.00,0,Keys KIN Ltd,Full inspection,08/06/2021,09/07/2021,10187549,Good,,,Outstanding,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1226397,,Children's home,29/10/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",Private,4.00,0,Compass Childrens Homes Limited,Full inspection,02/02/2022,14/03/2022,10212714,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1226397,,Children's home,29/10/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",Private,4.00,0,Compass Childrens Homes Limited,Full inspection,20/10/2021,29/12/2021,10186159,Inadequate,,,Inadequate,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1226397,,Children's home,29/10/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Erdington",Private,4.00,0,Compass Childrens Homes Limited,Monitoring inspection,23/11/2021,04/01/2022,10212712,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1226495,,Children's home,07/01/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,West Sussex,East Worthing and Shoreham,Private,5.00,0,Keys KIN Ltd,Full inspection,26/05/2021,20/07/2021,10186800,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1226612,,Children's home,15/07/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Essex,Harlow,Private,4.00,0,Harmony Residential Homes Ltd ,Full inspection,19/10/2021,22/11/2021,10185912,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1226757,,Children's home,17/03/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Thurrock,South Basildon and East Thurrock,Private,3.00,0,Potton Homes Ltd,Full inspection,08/12/2021,28/01/2022,10186821,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1226971,,Residential special school (registered as a children's home),06/04/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,South Gloucestershire,Thornbury and Yate,Voluntary,12.00,0,Thornleigh Camphill Communities Limited,Full inspection,09/09/2021,11/10/2021,10186939,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1226975,,Children's home,28/01/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Leicestershire,Bosworth,Private,3.00,0,Horizon Care and Education Group Limited,Full inspection,25/01/2022,02/03/2022,10187142,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1226977,,Children's home,12/04/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Kent,Dover,Private,2.00,0,Moonreach Limited,Full inspection,14/09/2021,03/11/2021,10185184,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1226978,,Children's home,26/05/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,North Yorkshire,Scarborough and Whitby,Private,2.00,0,Cambian Childcare Limited,Full inspection,01/09/2021,05/10/2021,10202608,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1226978,,Children's home,26/05/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,North Yorkshire,Scarborough and Whitby,Private,2.00,0,Cambian Childcare Limited,Full inspection,14/07/2021,18/08/2021,10186913,Inadequate,,,Inadequate,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1227060,,Residential special school (registered as a children's home),09/12/2015,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,North Yorkshire,Skipton and Ripon,Private,6.00,0,Cambian Autism Services Ltd,Full inspection,08/02/2022,01/04/2022,10185396,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1227060,,Residential special school (registered as a children's home),09/12/2015,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,North Yorkshire,Skipton and Ripon,Private,6.00,0,Cambian Autism Services Ltd,Monitoring inspection,22/06/2021,21/07/2021,10198574,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1227060,,Residential special school (registered as a children's home),09/12/2015,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,North Yorkshire,Skipton and Ripon,Private,6.00,0,Cambian Autism Services Ltd,Monitoring inspection,13/05/2021,06/07/2021,10191912,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1227060,,Residential special school (registered as a children's home),09/12/2015,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,North Yorkshire,Skipton and Ripon,Private,6.00,0,Cambian Autism Services Ltd,Monitoring inspection,03/08/2021,01/09/2021,10198852,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1227060,,Residential special school (registered as a children's home),09/12/2015,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,North Yorkshire,Skipton and Ripon,Private,6.00,0,Cambian Autism Services Ltd,Monitoring inspection,09/09/2021,26/10/2021,10204389,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1227596,,Children's home,23/02/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Staffordshire,Stafford,Private,3.00,0,Reflexion Care Group Limited,Full inspection,01/03/2022,14/04/2022,10186873,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1227599,,Residential Family Centre,14/06/2016,Active,Pafa (parenting Assessments For All) Ltd,Oakfield,Old Lane  ,Wirral,,CH60 1XX,North West,North West,Wirral,Wirral South,Private,4.00,0,Pafa (parenting Assessments For All) Ltd,Full inspection,27/10/2021,16/12/2021,10213235,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1227788,,Children's home,26/02/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Somerset,Somerton and Frome,Private,2.00,0,Solent Childcare LTD,Full inspection,14/12/2021,28/01/2022,10187196,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1227869,,Children's home,17/10/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Walsall,Aldridge-Brownhills,Private,5.00,0,Compass Childrens Homes Limited,Full inspection,08/02/2022,24/03/2022,10187249,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1228090,,Children's home,27/04/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,Sutton Coldfield,Private,4.00,0,Meadows Care Limited,Full inspection,09/11/2021,20/12/2021,10186328,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1228091,,Children's home,27/06/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Cheshire West and Chester,Ellesmere Port and Neston,Private,3.00,0,Phoenix Care & Education Ltd,Full inspection,29/04/2021,26/05/2021,10185735,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1228092,,Children's home,20/04/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Essex,Witham,Private,4.00,0,Pss Care Group Limited,Monitoring inspection,05/05/2021,01/06/2021,10192097,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1228092,,Children's home,20/04/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Essex,Witham,Private,4.00,0,Pss Care Group Limited,Monitoring inspection,01/04/2021,27/04/2021,10188972,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1228092,,Children's home,20/04/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Essex,Witham,Private,4.00,0,Pss Care Group Limited,Monitoring inspection,02/12/2021,04/01/2022,10216244,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1228191,,Children's home,29/04/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Staffordshire,Staffordshire Moorlands,Private,2.00,0,Aspireone Care Ltd,Full inspection,16/08/2021,17/09/2021,10185170,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1228523,,Independent Fostering Agency,07/06/2016,Active,Unity Foster Care,First Floor,"4340 The Pentagon Park Approach,Thorpe Park",Leeds,,LS15 8GB,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Leeds,Leeds East,Private,,0,Unity Foster Care Ltd,Full inspection,01/11/2021,05/01/2022,10183374,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1229229,,Children's home,01/04/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Nottinghamshire,Newark,Private,2.00,0,Esland North Limited,Full inspection,29/09/2021,26/10/2021,10185969,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1229417,,Children's home,05/04/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",North East,Middlesbrough,Middlesbrough,Private,1.00,0,Cambian Childcare Limited,Full inspection,04/05/2021,11/06/2021,10185128,Requires improvement to be good,,,Requires improvement to be good,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1229417,,Children's home,05/04/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",North East,Middlesbrough,Middlesbrough,Private,1.00,0,Cambian Childcare Limited,Interim inspection,02/03/2022,12/04/2022,10212774,Sustained effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1229534,,Children's home,27/04/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Lancashire,Hyndburn,Private,8.00,0,Halliwell Homes Limited,Full inspection,13/04/2021,01/06/2021,10186616,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1229762,,Children's home,29/02/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Leicestershire,Charnwood,Private,3.00,0,Horizon Care and Education Group Limited,Full inspection,29/06/2021,30/07/2021,10186413,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1229766,,Residential special school (registered as a children's home),14/01/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Cambridgeshire,South Cambridgeshire,Private,29.00,0,Aurora Care and Education Opco Limited,Full inspection,04/05/2021,27/05/2021,10185176,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1229766,,Residential special school (registered as a children's home),14/01/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Cambridgeshire,South Cambridgeshire,Private,29.00,0,Aurora Care and Education Opco Limited,Interim inspection,17/11/2021,14/12/2021,10213842,Sustained effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1229977,,Children's home,05/09/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Oxfordshire,Henley,Local Authority,6.00,0,Oxfordshire County Council,Full inspection,05/01/2022,25/02/2022,10185840,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1230268,,Children's home,05/05/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Southend on Sea,Southend West,Private,5.00,0,Kites Children Services Limited,Full inspection,12/10/2021,18/11/2021,10185356,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1230411,,Children's home,26/04/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Surrey,Guildford,Local Authority,2.00,0,Surrey County Council,Full inspection,20/07/2021,06/09/2021,10187122,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1230415,,Children's home,05/07/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Perry Barr",Private,4.00,0,Beacon Childcare Ltd,Full inspection,17/11/2021,05/01/2022,10185223,Good,,,Good,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1230416,,Children's home,09/05/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Bedford,North East Bedfordshire,Private,4.00,0,Cambian Childcare Limited,Full inspection,04/01/2022,26/01/2022,10185649,Good,,,Good,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1230725,,Children's home,07/06/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Essex,Harwich and North Essex,Private,6.00,0,Pathways Care Group,Full inspection,08/09/2021,06/10/2021,10185923,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1230838,,Independent Fostering Agency,22/08/2016,Active,Olive Branch Fostering Ltd,Hardmans Business Centre,New Hall Hey Road  ,ROSSENDALE,Lancashire,BB4 6HH,North West,North West,Lancashire,Rossendale and Darwen,Private,,0,Olive Branch Fostering Ltd,Full inspection,23/08/2021,04/10/2021,10183389,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1231067,,Children's home,08/03/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Devon,Newton Abbot,Private,1.00,0,One To One Crisis Intervention Ltd,Full inspection,10/06/2021,08/07/2021,10185481,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1231311,,Children's home,08/08/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Telford and Wrekin,The Wrekin,Private,3.00,0,Cove Care Residential Limited,Interim inspection,21/02/2022,31/03/2022,10217213,Sustained effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1231311,,Children's home,08/08/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Telford and Wrekin,The Wrekin,Private,3.00,0,Cove Care Residential Limited,Full inspection,03/11/2021,10/01/2022,10187237,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1231404,,Children's home,19/01/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Liverpool,"Liverpool, Walton",Private,5.00,0,Courtyard Care Limited,Full inspection,11/01/2022,10/02/2022,10186434,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1231405,,Children's home,04/02/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Lancashire,Ribble Valley,Local Authority,6.00,Short-break-only children's home,Lancashire County Council,Full inspection,22/02/2022,05/04/2022,10185680,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1231458,,Children's home,13/05/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",Private,4.00,0,Sherlock Healthcare Services Ltd,Full inspection,10/01/2022,09/02/2022,10185890,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
